"","filename","sentence","index","date","url","filepath"
"27","all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt","“Jeffrey Goldberg of The Atlantic just happened to publish his story two weeks before the election with accusations against Donald Trump, some of which have been disputed for the first time, some of which have been disputed for quite some time. And the point I was making is there’s all sorts of things being floated out there. Maybe Jeffrey Goldberg just happened to finish the story two weeks before the election,” Halperin said.",1,2024-10-24,"https://www.dailywire.com/news/all-of-the-democrats-october-surprises-against-trump-have-fallen-apart","./trump_extracted_text/all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt"
"28","all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt","“I know of one story that’s been pitched to a major newspaper and to me, and for all I know, to many others, that I don’t believe is true,” he added. “But if it’s true, as I said yesterday, it would end Donald Trump’s campaign, just as if the accusations, now thoroughly debunked, contributed by American intelligence to Russia about Tim Walz, if those were true, it would end his campaign.”",1,2024-10-24,"https://www.dailywire.com/news/all-of-the-democrats-october-surprises-against-trump-have-fallen-apart","./trump_extracted_text/all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt"
"29","all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt","Halperin didn’t say who was pitching the likely false story or what the story was in order to discredit it if a less scrupulous outlet publishes the claim.",1,2024-10-24,"https://www.dailywire.com/news/all-of-the-democrats-october-surprises-against-trump-have-fallen-apart","./trump_extracted_text/all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt"
"30","all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt","“What we’re seeing in the final days — is the point I was making — is, actors who want a certain outcome, are on social media and in pitches to reporters, and in the case of The Atlantic, Jeffrey Goldberg, writing himself, are trying to affect the end of the race because they’re so desperate to try to pull a Comey,” Halperin continued, referring to former FBI Director James Comey reopening the investigation into Hillary Clinton’s private email server just days before the 2016 election.",1,2024-10-24,"https://www.dailywire.com/news/all-of-the-democrats-october-surprises-against-trump-have-fallen-apart","./trump_extracted_text/all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt"
"31","all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt","NEW: Mark Halperin clarifies himself after he went viral for stating he had been pitched a story that would “end Trump’s campaign.”",1,2024-10-24,"https://www.dailywire.com/news/all-of-the-democrats-october-surprises-against-trump-have-fallen-apart","./trump_extracted_text/all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt"
"32","all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt","Halperin says the comment was made to warn people of “actors” who are trying to influence the election.",1,2024-10-24,"https://www.dailywire.com/news/all-of-the-democrats-october-surprises-against-trump-have-fallen-apart","./trump_extracted_text/all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt"
"33","all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt","Halperin added that he isn’t pursuing the… pic.twitter.com/9QZ7T7w20C",1,2024-10-24,"https://www.dailywire.com/news/all-of-the-democrats-october-surprises-against-trump-have-fallen-apart","./trump_extracted_text/all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt"
"34","all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt","— Collin Rugg (@CollinRugg) October 23, 2024",1,2024-10-24,"https://www.dailywire.com/news/all-of-the-democrats-october-surprises-against-trump-have-fallen-apart","./trump_extracted_text/all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt"
"35","all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt","",1,2024-10-24,"https://www.dailywire.com/news/all-of-the-democrats-october-surprises-against-trump-have-fallen-apart","./trump_extracted_text/all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt"
"36","all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt","By pushing dubious claims that are denied by all involved, the media is showing the Harris campaign to be desperate and fearful of defeat. One wonders what the internal polls are saying.",1,2024-10-24,"https://www.dailywire.com/news/all-of-the-democrats-october-surprises-against-trump-have-fallen-apart","./trump_extracted_text/all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt"
"37","all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt","?",1,2024-10-24,"https://www.dailywire.com/news/all-of-the-democrats-october-surprises-against-trump-have-fallen-apart","./trump_extracted_text/all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt"
"38","all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt","",1,2024-10-24,"https://www.dailywire.com/news/all-of-the-democrats-october-surprises-against-trump-have-fallen-apart","./trump_extracted_text/all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt"
"39","all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt","",1,2024-10-24,"https://www.dailywire.com/news/all-of-the-democrats-october-surprises-against-trump-have-fallen-apart","./trump_extracted_text/all_of_the_democrats_october_surprises_against_trump_have_fallen_apart.txt"
"40","ben_shapiro_relays_personal_story_about_crime_to_explain_failed_media_attacks_on_trump.txt","",2,2024-10-23,"https://www.dailywire.com/news/ben-shapiro-relays-personal-story-about-crime-to-explain-failed-media-attacks-on-trump","./trump_extracted_text/ben_shapiro_relays_personal_story_about_crime_to_explain_failed_media_attacks_on_trump.txt"
"41","ben_shapiro_relays_personal_story_about_crime_to_explain_failed_media_attacks_on_trump.txt"," Ben Shapiro Relays Personal Story About Crime To Explain Failed Media Attacks On Trump ",2,2024-10-23,"https://www.dailywire.com/news/ben-shapiro-relays-personal-story-about-crime-to-explain-failed-media-attacks-on-trump","./trump_extracted_text/ben_shapiro_relays_personal_story_about_crime_to_explain_failed_media_attacks_on_trump.txt"
"42","ben_shapiro_relays_personal_story_about_crime_to_explain_failed_media_attacks_on_trump.txt","",2,2024-10-23,"https://www.dailywire.com/news/ben-shapiro-relays-personal-story-about-crime-to-explain-failed-media-attacks-on-trump","./trump_extracted_text/ben_shapiro_relays_personal_story_about_crime_to_explain_failed_media_attacks_on_trump.txt"
"43","ben_shapiro_relays_personal_story_about_crime_to_explain_failed_media_attacks_on_trump.txt","",2,2024-10-23,"https://www.dailywire.com/news/ben-shapiro-relays-personal-story-about-crime-to-explain-failed-media-attacks-on-trump","./trump_extracted_text/ben_shapiro_relays_personal_story_about_crime_to_explain_failed_media_attacks_on_trump.txt"
"44","ben_shapiro_relays_personal_story_about_crime_to_explain_failed_media_attacks_on_trump.txt"," Oct 23, 2024 ",2,2024-10-23,"https://www.dailywire.com/news/ben-shapiro-relays-personal-story-about-crime-to-explain-failed-media-attacks-on-trump","./trump_extracted_text/ben_shapiro_relays_personal_story_about_crime_to_explain_failed_media_attacks_on_trump.txt"
"45","ben_shapiro_relays_personal_story_about_crime_to_explain_failed_media_attacks_on_trump.txt","",2,2024-10-23,"https://www.dailywire.com/news/ben-shapiro-relays-personal-story-about-crime-to-explain-failed-media-attacks-on-trump","./trump_extracted_text/ben_shapiro_relays_personal_story_about_crime_to_explain_failed_media_attacks_on_trump.txt"
"46","ben_shapiro_relays_personal_story_about_crime_to_explain_failed_media_attacks_on_trump.txt","",2,2024-10-23,"https://www.dailywire.com/news/ben-shapiro-relays-personal-story-about-crime-to-explain-failed-media-attacks-on-trump","./trump_extracted_text/ben_shapiro_relays_personal_story_about_crime_to_explain_failed_media_attacks_on_trump.txt"
"47","ben_shapiro_relays_personal_story_about_crime_to_explain_failed_media_attacks_on_trump.txt"," ""This is why people increasingly don't give a s*** about the media's latest horror story about Trump Saying Bad Things™.""",2,2024-10-23,"https://www.dailywire.com/news/ben-shapiro-relays-personal-story-about-crime-to-explain-failed-media-attacks-on-trump","./trump_extracted_text/ben_shapiro_relays_personal_story_about_crime_to_explain_failed_media_attacks_on_trump.txt"
"48","ben_shapiro_relays_personal_story_about_crime_to_explain_failed_media_attacks_on_trump.txt","Daily Wire Editor Emeritus Ben Shapiro on Wednesday relayed a personal story about crime in Los Angeles to underscore the reality that such issues are actually what Americans care about, not the latest opposition research dump on former President Donald Trump.",2,2024-10-23,"https://www.dailywire.com/news/ben-shapiro-relays-personal-story-about-crime-to-explain-failed-media-attacks-on-trump","./trump_extracted_text/ben_shapiro_relays_personal_story_about_crime_to_explain_failed_media_attacks_on_trump.txt"
"49","ben_shapiro_relays_personal_story_about_crime_to_explain_failed_media_attacks_on_trump.txt","Shapiro, who recently spoke at UCLA, said he went out to dinner this week in a nice part of Los Angeles with his wife and another couple. When they left to head home, at around 10:30 p.m., his friends were robbed by three young black males who are still at large.",2,2024-10-23,"https://www.dailywire.com/news/ben-shapiro-relays-personal-story-about-crime-to-explain-failed-media-attacks-on-trump","./trump_extracted_text/ben_shapiro_relays_personal_story_about_crime_to_explain_failed_media_attacks_on_trump.txt"
"50","ben_shapiro_relays_personal_story_about_crime_to_explain_failed_media_attacks_on_trump.txt","“You want to know why nobody cares about the Left-wing media’s latest oppo dump?” Shapiro explained, both on X and his Wednesday podcast. “The answer is obvious: people care about the quality of their lives. And life is getting worse under Democratic governance.”",2,2024-10-23,"https://www.dailywire.com/news/ben-shapiro-relays-personal-story-about-crime-to-explain-failed-media-attacks-on-trump","./trump_extracted_text/ben_shapiro_relays_personal_story_about_crime_to_explain_failed_media_attacks_on_trump.txt"
"51","ben_shapiro_relays_personal_story_about_crime_to_explain_failed_media_attacks_on_trump.txt","“Here’s just a quick story,” he continued. “We’re in LA this week. So we decided to go out with some friends, a husband and wife. Nice area of the city, well lit, not too late at night. We finish dinner at around 10:30 and head back to our car. Since my wife and I have 24/7 security, we’re safe. Not so for our friends.”",2,2024-10-23,"https://www.dailywire.com/news/ben-shapiro-relays-personal-story-about-crime-to-explain-failed-media-attacks-on-trump","./trump_extracted_text/ben_shapiro_relays_personal_story_about_crime_to_explain_failed_media_attacks_on_trump.txt"
"52","ben_shapiro_relays_personal_story_about_crime_to_explain_failed_media_attacks_on_trump.txt","When they got to their car, Shapiro said, “a Hyundai without plates speeds up and stops. Three young black guys jump out of the car (suspect description relevant because they’re still at large!) and rush up to my friend, yank him out of his car, and grab his watch, phone and wallet. They then sprint around the car and grab his wife, start trying to pull off her jewelry. She screams and kicks, and presumably losing time, they take off in top gear down the street.”",2,2024-10-23,"https://www.dailywire.com/news/ben-shapiro-relays-personal-story-about-crime-to-explain-failed-media-attacks-on-trump","./trump_extracted_text/ben_shapiro_relays_personal_story_about_crime_to_explain_failed_media_attacks_on_trump.txt"
"53","ben_shapiro_relays_personal_story_about_crime_to_explain_failed_media_attacks_on_trump.txt","MATT WALSH’S ‘AM I RACIST?’ COMING TO DAILYWIRE+ OCT. 28",2,2024-10-23,"https://www.dailywire.com/news/ben-shapiro-relays-personal-story-about-crime-to-explain-failed-media-attacks-on-trump","./trump_extracted_text/ben_shapiro_relays_personal_story_about_crime_to_explain_failed_media_attacks_on_trump.txt"
"54","ben_shapiro_relays_personal_story_about_crime_to_explain_failed_media_attacks_on_trump.txt","The three suspects have still not been identified by LAPD, Shapiro explained, adding that it took about 15 minutes for police to even arrive on the scene. But that is “not their fault,” he said, but due to Left-wing policies and activism.",2,2024-10-23,"https://www.dailywire.com/news/ben-shapiro-relays-personal-story-about-crime-to-explain-failed-media-attacks-on-trump","./trump_extracted_text/ben_shapiro_relays_personal_story_about_crime_to_explain_failed_media_attacks_on_trump.txt"
"55","ben_shapiro_relays_personal_story_about_crime_to_explain_failed_media_attacks_on_trump.txt","“LA is wildly understaffed, and the LAPD has been treated horribly by the city government, such that officers have been targeted for simply doing their jobs,” Shapiro said. “I know and am friends with many of them.”",2,2024-10-23,"https://www.dailywire.com/news/ben-shapiro-relays-personal-story-about-crime-to-explain-failed-media-attacks-on-trump","./trump_extracted_text/ben_shapiro_relays_personal_story_about_crime_to_explain_failed_media_attacks_on_trump.txt"
"56","ben_shapiro_relays_personal_story_about_crime_to_explain_failed_media_attacks_on_trump.txt","“My friend and his wife weren’t armed up, either, because it’s nearly impossible to carry a gun in LA legally, and also because if you shoot a criminal in LA, there’s a solid shot YOU end up in jail,” he said.",2,2024-10-23,"https://www.dailywire.com/news/ben-shapiro-relays-personal-story-about-crime-to-explain-failed-media-attacks-on-trump","./trump_extracted_text/ben_shapiro_relays_personal_story_about_crime_to_explain_failed_media_attacks_on_trump.txt"
"57","ben_shapiro_relays_personal_story_about_crime_to_explain_failed_media_attacks_on_trump.txt","Shapiro said these two friends have been assaulted more than once on the streets of LA, and there have been no arrests and no prosecutions of the suspects. In one instance, the wife was physically assaulted by a homeless man and the husband had a knife drawn on him.",2,2024-10-23,"https://www.dailywire.com/news/ben-shapiro-relays-personal-story-about-crime-to-explain-failed-media-attacks-on-trump","./trump_extracted_text/ben_shapiro_relays_personal_story_about_crime_to_explain_failed_media_attacks_on_trump.txt"
"58","ben_shapiro_relays_personal_story_about_crime_to_explain_failed_media_attacks_on_trump.txt","“This is why people increasingly don’t give a s*** about the media’s latest horror story about Trump Saying Bad Things™,” Shapiro mocked.",2,2024-10-23,"https://www.dailywire.com/news/ben-shapiro-relays-personal-story-about-crime-to-explain-failed-media-attacks-on-trump","./trump_extracted_text/ben_shapiro_relays_personal_story_about_crime_to_explain_failed_media_attacks_on_trump.txt"
"59","ben_shapiro_relays_personal_story_about_crime_to_explain_failed_media_attacks_on_trump.txt","Left-wing outlet The Atlantic recently circulated a story about Trump allegedly disparaging a slain soldier. The soldier’s own family, though, say they support Trump and have criticized The Atlantic for politicizing their family member’s death.",2,2024-10-23,"https://www.dailywire.com/news/ben-shapiro-relays-personal-story-about-crime-to-explain-failed-media-attacks-on-trump","./trump_extracted_text/ben_shapiro_relays_personal_story_about_crime_to_explain_failed_media_attacks_on_trump.txt"
"60","ben_shapiro_relays_personal_story_about_crime_to_explain_failed_media_attacks_on_trump.txt","“The same people who maintain that street crime is no big deal, or a reflection of institutional racism, or that inflation is hunky dory, or that the biggest issue in American life is whether or not Billy has the right to be called Susan…these are not serious people,” Shapiro said.",2,2024-10-23,"https://www.dailywire.com/news/ben-shapiro-relays-personal-story-about-crime-to-explain-failed-media-attacks-on-trump","./trump_extracted_text/ben_shapiro_relays_personal_story_about_crime_to_explain_failed_media_attacks_on_trump.txt"
"61","ben_shapiro_relays_personal_story_about_crime_to_explain_failed_media_attacks_on_trump.txt","“But people’s lives are serious business. And bad governance means worse lives for people,” he closed.",2,2024-10-23,"https://www.dailywire.com/news/ben-shapiro-relays-personal-story-about-crime-to-explain-failed-media-attacks-on-trump","./trump_extracted_text/ben_shapiro_relays_personal_story_about_crime_to_explain_failed_media_attacks_on_trump.txt"
"62","ben_shapiro_relays_personal_story_about_crime_to_explain_failed_media_attacks_on_trump.txt","You want to know why nobody cares about the Left-wing media’s latest oppo dump? The answer is obvious: people care about the quality of their lives. And life is getting worse under Democratic governance.",2,2024-10-23,"https://www.dailywire.com/news/ben-shapiro-relays-personal-story-about-crime-to-explain-failed-media-attacks-on-trump","./trump_extracted_text/ben_shapiro_relays_personal_story_about_crime_to_explain_failed_media_attacks_on_trump.txt"
"63","ben_shapiro_relays_personal_story_about_crime_to_explain_failed_media_attacks_on_trump.txt","Here’s just a quick story.",2,2024-10-23,"https://www.dailywire.com/news/ben-shapiro-relays-personal-story-about-crime-to-explain-failed-media-attacks-on-trump","./trump_extracted_text/ben_shapiro_relays_personal_story_about_crime_to_explain_failed_media_attacks_on_trump.txt"
"64","ben_shapiro_relays_personal_story_about_crime_to_explain_failed_media_attacks_on_trump.txt","We’re in LA this week. So we decided to go out…",2,2024-10-23,"https://www.dailywire.com/news/ben-shapiro-relays-personal-story-about-crime-to-explain-failed-media-attacks-on-trump","./trump_extracted_text/ben_shapiro_relays_personal_story_about_crime_to_explain_failed_media_attacks_on_trump.txt"
"65","ben_shapiro_relays_personal_story_about_crime_to_explain_failed_media_attacks_on_trump.txt","— Ben Shapiro (@benshapiro) October 23, 2024",2,2024-10-23,"https://www.dailywire.com/news/ben-shapiro-relays-personal-story-about-crime-to-explain-failed-media-attacks-on-trump","./trump_extracted_text/ben_shapiro_relays_personal_story_about_crime_to_explain_failed_media_attacks_on_trump.txt"
"66","ben_shapiro_relays_personal_story_about_crime_to_explain_failed_media_attacks_on_trump.txt","Related: The Atlantic Accuses Trump Of Disparaging Slain Soldier. The Soldier’s Family Responds.",2,2024-10-23,"https://www.dailywire.com/news/ben-shapiro-relays-personal-story-about-crime-to-explain-failed-media-attacks-on-trump","./trump_extracted_text/ben_shapiro_relays_personal_story_about_crime_to_explain_failed_media_attacks_on_trump.txt"
"67","ben_shapiro_relays_personal_story_about_crime_to_explain_failed_media_attacks_on_trump.txt","?",2,2024-10-23,"https://www.dailywire.com/news/ben-shapiro-relays-personal-story-about-crime-to-explain-failed-media-attacks-on-trump","./trump_extracted_text/ben_shapiro_relays_personal_story_about_crime_to_explain_failed_media_attacks_on_trump.txt"
"68","ben_shapiro_relays_personal_story_about_crime_to_explain_failed_media_attacks_on_trump.txt","",2,2024-10-23,"https://www.dailywire.com/news/ben-shapiro-relays-personal-story-about-crime-to-explain-failed-media-attacks-on-trump","./trump_extracted_text/ben_shapiro_relays_personal_story_about_crime_to_explain_failed_media_attacks_on_trump.txt"
